Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Post_Buy/android.widget.EditText0 - Details (size color condition etc.)""), ""Price=100000"", 0)",,,,2019-10-11 13:09:41,2019-10-11 13:09:42,1.525s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-10-11 13:09:42,2019-10-11 13:09:44,1.537s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-10-11 13:09:44,2019-10-11 13:09:47,2.564s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.TextView0 - POST""), 0)",,,,2019-10-11 13:09:47,2019-10-11 13:09:50,3.807s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.FrameLayout0 (1)""), 0)",,,,2019-10-11 13:09:50,2019-10-11 13:09:52,1.358s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.LinearLayout0 (1)""), 0)",,,,2019-10-11 13:09:52,2019-10-11 13:09:55,3.542s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.TextView0 - Yes""), 0)",,,,2019-10-11 13:09:55,2019-10-11 13:09:57,1.289s,PASSED
closeApplication(),,,,2019-10-11 13:09:57,2019-10-11 13:09:58,1.796s,PASSED
,,,,,,,
Test Cases/Post_General,,,,2019-10-11 13:09:58,2019-10-11 13:10:59,1m - 1.163s,PASSED
"startApplication(apk, true)",,,,2019-10-11 13:09:58,2019-10-11 13:10:20,21.593s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - NEXT""), 0)",,,,2019-10-11 13:10:20,2019-10-11 13:10:24,4.421s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - LOGIN""), 0)",,,,2019-10-11 13:10:24,2019-10-11 13:10:26,1.557s,PASSED
"setText(findTestObject(""Post_General/android.widget.EditText0 - Email ID""), ""sudheer@mailnesia.com"", 0)",,,,2019-10-11 13:10:26,2019-10-11 13:10:27,1.444s,PASSED
"setText(findTestObject(""Post_General/android.widget.EditText0 - Password""), ""1234567"", 0)",,,,2019-10-11 13:10:27,2019-10-11 13:10:29,2.012s,PASSED
"tap(findTestObject(""Post_General/android.widget.ImageButton0""), 0)",,,,2019-10-11 13:10:29,2019-10-11 13:10:31,1.831s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - LOGIN (1)""), 0)",,,,2019-10-11 13:10:31,2019-10-11 13:10:33,1.379s,PASSED
"tap(findTestObject(""Post_General/android.widget.FrameLayout0""), 0)",,,,2019-10-11 13:10:33,2019-10-11 13:10:38,5.426s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - Post""), 0)",,,,2019-10-11 13:10:38,2019-10-11 13:10:40,2.014s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - NEXT (1)""), 0)",,,,2019-10-11 13:10:40,2019-10-11 13:10:41,1.388s,PASSED
"setText(findTestObject(""Post_General/android.widget.EditText0 - Subject""), ""Automation Katalon studio"", 0)",,,,2019-10-11 13:10:41,2019-10-11 13:10:43,1.344s,PASSED
"setText(findTestObject(""Post_General/android.widget.EditText0 - Message""), ""Take up one idea. Make that one idea your life - think of it, dream of it, live on that idea. Let the brain, muscles, nerves, every part of your body, be full of that idea, and just leave every other idea alone. This is the way to success"", 0)",,,,2019-10-11 13:10:43,2019-10-11 13:10:45,1.949s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-10-11 13:10:45,2019-10-11 13:10:47,1.961s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - POST (1)""), 0)",,,,2019-10-11 13:10:47,2019-10-11 13:10:51,4.233s,PASSED
"tap(findTestObject(""Post_General/android.widget.FrameLayout0 (1)""), 0)",,,,2019-10-11 13:10:51,2019-10-11 13:10:53,1.793s,PASSED
"tap(findTestObject(""Post_General/android.widget.LinearLayout0""), 0)",,,,2019-10-11 13:10:53,2019-10-11 13:10:56,3.536s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - Yes""), 0)",,,,2019-10-11 13:10:56,2019-10-11 13:10:58,1.283s,PASSED
closeApplication(),,,,2019-10-11 13:10:58,2019-10-11 13:10:59,1.904s,PASSED
,,,,,,,
Test Cases/Post_Lost_Found,,,,2019-10-11 13:10:59,2019-10-11 13:12:49,1m - 49.781s,PASSED
"startApplication(apk, true)",,,,2019-10-11 13:11:00,2019-10-11 13:11:20,20.166s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - NEXT""), 0)",,,,2019-10-11 13:11:20,2019-10-11 13:11:24,4.515s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - LOGIN""), 0)",,,,2019-10-11 13:11:24,2019-10-11 13:11:26,1.574s,PASSED
"setText(findTestObject(""Post_Lost_Found/android.widget.EditText0 - Email ID""), ""sudheer@mailnesia.com"", 0)",,,,2019-10-11 13:11:26,2019-10-11 13:11:27,1.391s,PASSED
"setText(findTestObject(""Post_Lost_Found/android.widget.EditText0 - Password""), ""1234567"", 0)",,,,2019-10-11 13:11:27,2019-10-11 13:11:29,2.026s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.ImageButton0""), 0)",,,,2019-10-11 13:11:29,2019-10-11 13:11:31,1.500s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - LOGIN (1)""), 0)",,,,2019-10-11 13:11:31,2019-10-11 13:11:32,1.442s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.FrameLayout0""), 0)",,,,2019-10-11 13:11:32,2019-10-11 13:11:38,5.476s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - Post""), 0)",,,,2019-10-11 13:11:38,2019-10-11 13:11:40,1.848s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.RadioButton0 - Lost  Found""), 0)",,,,2019-10-11 13:11:40,2019-10-11 13:11:41,1.357s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - NEXT (1)""), 0)",,,,2019-10-11 13:11:41,2019-10-11 13:11:42,1.306s,PASSED
Thread.sleep(20000),,,,2019-10-11 13:11:42,2019-10-11 13:12:02,20.005s,PASSED
"setText(findTestObject(""Post_Lost_Found/android.widget.EditText0 - Subject""), ""Lost my mobile"", 0)",,,,2019-10-11 13:12:02,2019-10-11 13:12:04,1.505s,PASSED
"setText(findTestObject(""Post_Lost_Found/android.widget.EditText0 - Message""), ""redmi "", 0)",,,,2019-10-11 13:12:04,2019-10-11 13:12:06,1.911s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-10-11 13:12:06,2019-10-11 13:12:08,1.992s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - POST""), 0)",,,,2019-10-11 13:12:08,2019-10-11 13:12:11,3.739s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.FrameLayout0 (1)""), 0)",,,,2019-10-11 13:12:11,2019-10-11 13:12:13,1.342s,PASSED
Thread.sleep(30000),,,,2019-10-11 13:12:13,2019-10-11 13:12:43,30.002s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.LinearLayout0 (1)""), 0)",,,,2019-10-11 13:12:43,2019-10-11 13:12:46,3.529s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - Yes""), 0)",,,,2019-10-11 13:12:46,2019-10-11 13:12:47,1.267s,PASSED
closeApplication(),,,,2019-10-11 13:12:47,2019-10-11 13:12:49,1.776s,PASSED
,,,,,,,
Test Cases/Post_Rent,,,,2019-10-11 13:12:49,2019-10-11 13:13:57,1m - 8.104s,PASSED
"startApplication(apk, true)",,,,2019-10-11 13:12:49,2019-10-11 13:13:09,19.211s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - NEXT""), 0)",,,,2019-10-11 13:13:09,2019-10-11 13:13:13,4.495s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - LOGIN""), 0)",,,,2019-10-11 13:13:13,2019-10-11 13:13:15,1.537s,PASSED
"setText(findTestObject(""Post_Rent/android.widget.EditText0 - Email ID""), ""sudheer@mailnesia.com"", 0)",,,,2019-10-11 13:13:15,2019-10-11 13:13:16,1.456s,PASSED
"setText(findTestObject(""Post_Rent/android.widget.EditText0 - Password""), ""1234567"", 0)",,,,2019-10-11 13:13:16,2019-10-11 13:13:18,2.011s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.ImageButton0""), 0)",,,,2019-10-11 13:13:18,2019-10-11 13:13:20,1.533s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - LOGIN (1)""), 0)",,,,2019-10-11 13:13:20,2019-10-11 13:13:21,1.449s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.FrameLayout0""), 0)",,,,2019-10-11 13:13:21,2019-10-11 13:13:27,5.824s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - Post""), 0)",,,,2019-10-11 13:13:27,2019-10-11 13:13:29,2.036s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.RadioButton0 - Buy Sell or Rent""), 0)",,,,2019-10-11 13:13:29,2019-10-11 13:13:30,1.539s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - NEXT (1)""), 0)",,,,2019-10-11 13:13:30,2019-10-11 13:13:32,1.397s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.RadioButton0 - Rent""), 0)",,,,2019-10-11 13:13:32,2019-10-11 13:13:33,0.819s,PASSED
"setText(findTestObject(""Post_Rent/android.widget.EditText0 - Title""), ""The most difficult thing is the decision to act, the rest is merely tenacity. The fears are paper tigers. You can do anything you decide to do. You can act to change and control your life; and the procedure, the process is its own reward"", 0)",,,,2019-10-11 13:13:33,2019-10-11 13:13:34,1.547s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.Switch0 - Off""), 0)",,,,2019-10-11 13:13:34,2019-10-11 13:13:36,1.616s,PASSED
"setText(findTestObject(""Post_Rent/android.widget.EditText0 - Details (size color condition etc.)""), ""Do not mind anything that anyone tells you about anyone else. Judge everyone and everything for yourself,Take up one idea. Make that one idea your life - think of it, dream of it, live on that idea. Let the brain, muscles, nerves, every part of your body, be full of that idea, and just leave every other idea alone. This is the way to success"", 0)",,,,2019-10-11 13:13:36,2019-10-11 13:13:37,1.554s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-10-11 13:13:37,2019-10-11 13:13:40,2.208s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.RadioButton0 - Electronics""), 0)",,,,2019-10-11 13:13:40,2019-10-11 13:13:41,1.497s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-10-11 13:13:41,2019-10-11 13:13:43,1.600s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.RadioButton0 - Your nearby neighbourhoods""), 0)",,,,2019-10-11 13:13:43,2019-10-11 13:13:44,1.231s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.ImageView0""), 0)",,,,2019-10-11 13:13:44,2019-10-11 13:13:46,1.779s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - POST (1)""), 0)",,,,2019-10-11 13:13:46,2019-10-11 13:13:49,3.656s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.FrameLayout0 (1)""), 0)",,,,2019-10-11 13:13:49,2019-10-11 13:13:51,1.306s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.LinearLayout0""), 0)",,,,2019-10-11 13:13:51,2019-10-11 13:13:54,3.564s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - Yes""), 0)",,,,2019-10-11 13:13:54,2019-10-11 13:13:56,1.259s,PASSED
closeApplication(),,,,2019-10-11 13:13:56,2019-10-11 13:13:57,1.867s,PASSED
,,,,,,,
Test Cases/Post_Sell,,,,2019-10-11 13:13:57,2019-10-11 13:15:04,1m - 6.270s,PASSED
"startApplication(apk, true)",,,,2019-10-11 13:13:57,2019-10-11 13:14:17,19.837s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - NEXT""), 0)",,,,2019-10-11 13:14:17,2019-10-11 13:14:22,4.514s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - LOGIN""), 0)",,,,2019-10-11 13:14:22,2019-10-11 13:14:24,1.659s,PASSED
"setText(findTestObject(""Post_Sell/android.widget.EditText0 - Email ID""), ""sudheer@mailnesia.com"", 0)",,,,2019-10-11 13:14:24,2019-10-11 13:14:25,1.392s,PASSED
"setText(findTestObject(""Post_Sell/android.widget.EditText0 - Password""), ""1234567"", 0)",,,,2019-10-11 13:14:25,2019-10-11 13:14:27,1.979s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.ImageButton0""), 0)",,,,2019-10-11 13:14:27,2019-10-11 13:14:28,1.524s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - LOGIN (1)""), 0)",,,,2019-10-11 13:14:28,2019-10-11 13:14:30,1.372s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.FrameLayout0""), 0)",,,,2019-10-11 13:14:30,2019-10-11 13:14:33,3.098s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - Post""), 0)",,,,2019-10-11 13:14:33,2019-10-11 13:14:36,3.244s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.RadioButton0 - Buy Sell or Rent""), 0)",,,,2019-10-11 13:14:36,2019-10-11 13:14:37,1.348s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - NEXT (1)""), 0)",,,,2019-10-11 13:14:37,2019-10-11 13:14:39,1.410s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.RadioButton0 - Sell""), 0)",,,,2019-10-11 13:14:39,2019-10-11 13:14:40,0.820s,PASSED
"setText(findTestObject(""Post_Sell/android.widget.EditText0 - Title""), ""neighbourhood application "", 0)",,,,2019-10-11 13:14:40,2019-10-11 13:14:41,1.561s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.Switch0 - Off""), 0)",,,,2019-10-11 13:14:41,2019-10-11 13:14:43,1.473s,PASSED
"setText(findTestObject(""Post_Sell/android.widget.EditText0 - Details (size color condition etc.)""), ""Zee5 india Kondapur colour blue "", 0)",,,,2019-10-11 13:14:43,2019-10-11 13:14:44,1.551s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-10-11 13:14:44,2019-10-11 13:14:46,1.574s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.RadioButton0 - Bicycles""), 0)",,,,2019-10-11 13:14:46,2019-10-11 13:14:48,2.062s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-10-11 13:14:48,2019-10-11 13:14:50,1.583s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.RadioButton0 - Your nearby neighbourhoods""), 0)",,,,2019-10-11 13:14:50,2019-10-11 13:14:51,1.145s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.ImageView0""), 0)",,,,2019-10-11 13:14:51,2019-10-11 13:14:52,1.731s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - POST (1)""), 0)",,,,2019-10-11 13:14:52,2019-10-11 13:14:56,3.788s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.FrameLayout0 (1)""), 0)",,,,2019-10-11 13:14:56,2019-10-11 13:14:57,1.320s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.LinearLayout0""), 0)",,,,2019-10-11 13:14:57,2019-10-11 13:15:00,2.994s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - Yes""), 0)",,,,2019-10-11 13:15:00,2019-10-11 13:15:02,1.369s,PASSED
closeApplication(),,,,2019-10-11 13:15:02,2019-10-11 13:15:04,1.801s,PASSED
,,,,,,,
Test Cases/Recommendations,,,,2019-10-11 13:15:04,2019-10-11 13:16:04,59.956s,PASSED
"startApplication(apk, true)",,,,2019-10-11 13:15:04,2019-10-11 13:15:23,19.682s,PASSED
"tap(findTestObject(""Recommendations/android.widget.TextView0 - NEXT""), 0)",,,,2019-10-11 13:15:23,2019-10-11 13:15:28,4.336s,PASSED
"tap(findTestObject(""Recommendations/android.widget.TextView0 - LOGIN""), 0)",,,,2019-10-11 13:15:28,2019-10-11 13:15:29,1.461s,PASSED
