Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""Post_Buy/android.widget.ImageButton0""), 0)",,,,2019-09-24 14:55:24,2019-09-24 14:55:26,1.515s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.TextView0 - LOGIN (1)""), 0)",,,,2019-09-24 14:55:26,2019-09-24 14:55:27,1.431s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.FrameLayout0""), 0)",,,,2019-09-24 14:55:27,2019-09-24 14:55:32,4.495s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - Post""), 0)",,,,2019-09-24 14:55:32,2019-09-24 14:55:35,2.949s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.RadioButton0 - Buy Sell or Rent""), 0)",,,,2019-09-24 14:55:35,2019-09-24 14:55:36,1.483s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.TextView0 - NEXT (1)""), 0)",,,,2019-09-24 14:55:36,2019-09-24 14:55:38,1.360s,PASSED
"setText(findTestObject(""Post_Buy/android.widget.EditText0 - Title""), ""Buy a oneplus mobile"", 0)",,,,2019-09-24 14:55:38,2019-09-24 14:55:39,1.320s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.Switch0 - Off""), 0)",,,,2019-09-24 14:55:39,2019-09-24 14:55:40,1.474s,PASSED
"setText(findTestObject(""Post_Buy/android.widget.EditText0 - Details (size color condition etc.)""), ""Price=100000"", 0)",,,,2019-09-24 14:55:40,2019-09-24 14:55:42,1.589s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-09-24 14:55:42,2019-09-24 14:55:44,1.626s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-09-24 14:55:44,2019-09-24 14:55:46,1.869s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.TextView0 - POST""), 0)",,,,2019-09-24 14:55:46,2019-09-24 14:55:47,1.101s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.FrameLayout0 (1)""), 0)",,,,2019-09-24 14:55:47,2019-09-24 14:55:51,4.435s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.LinearLayout0 (1)""), 0)",,,,2019-09-24 14:55:51,2019-09-24 14:55:55,3.610s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.TextView0 - Yes""), 0)",,,,2019-09-24 14:55:55,2019-09-24 14:55:56,1.259s,PASSED
closeApplication(),,,,2019-09-24 14:55:56,2019-09-24 14:55:58,2.142s,PASSED
,,,,,,,
Test Cases/Post_General,,,,2019-09-24 14:55:58,2019-09-24 14:57:00,1m - 1.610s,PASSED
"startApplication(""C:\Users\sudheer.indlamudi\Downloads\india.com_v1.2.1.apk"", true)",,,,2019-09-24 14:55:58,2019-09-24 14:56:21,22.417s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - NEXT""), 0)",,,,2019-09-24 14:56:21,2019-09-24 14:56:25,4.710s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - LOGIN""), 0)",,,,2019-09-24 14:56:25,2019-09-24 14:56:27,1.520s,PASSED
"setText(findTestObject(""Post_General/android.widget.EditText0 - Email ID""), ""sudheer@mailnesia.com"", 0)",,,,2019-09-24 14:56:27,2019-09-24 14:56:28,1.475s,PASSED
"setText(findTestObject(""Post_General/android.widget.EditText0 - Password""), ""1234567"", 0)",,,,2019-09-24 14:56:28,2019-09-24 14:56:30,2.031s,PASSED
"tap(findTestObject(""Post_General/android.widget.ImageButton0""), 0)",,,,2019-09-24 14:56:30,2019-09-24 14:56:32,1.563s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - LOGIN (1)""), 0)",,,,2019-09-24 14:56:32,2019-09-24 14:56:33,1.450s,PASSED
"tap(findTestObject(""Post_General/android.widget.FrameLayout0""), 0)",,,,2019-09-24 14:56:33,2019-09-24 14:56:39,5.983s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - Post""), 0)",,,,2019-09-24 14:56:39,2019-09-24 14:56:41,2.003s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - NEXT (1)""), 0)",,,,2019-09-24 14:56:41,2019-09-24 14:56:43,1.352s,PASSED
"setText(findTestObject(""Post_General/android.widget.EditText0 - Subject""), ""Automation Katalon studio"", 0)",,,,2019-09-24 14:56:43,2019-09-24 14:56:44,1.373s,PASSED
"setText(findTestObject(""Post_General/android.widget.EditText0 - Message""), ""Take up one idea. Make that one idea your life - think of it, dream of it, live on that idea. Let the brain, muscles, nerves, every part of your body, be full of that idea, and just leave every other idea alone. This is the way to success"", 0)",,,,2019-09-24 14:56:44,2019-09-24 14:56:46,1.932s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-09-24 14:56:46,2019-09-24 14:56:48,2.172s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - POST (1)""), 0)",,,,2019-09-24 14:56:48,2019-09-24 14:56:52,3.414s,PASSED
"tap(findTestObject(""Post_General/android.widget.FrameLayout0 (1)""), 0)",,,,2019-09-24 14:56:52,2019-09-24 14:56:53,1.349s,PASSED
"tap(findTestObject(""Post_General/android.widget.LinearLayout0""), 0)",,,,2019-09-24 14:56:53,2019-09-24 14:56:57,3.580s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - Yes""), 0)",,,,2019-09-24 14:56:57,2019-09-24 14:56:58,1.265s,PASSED
closeApplication(),,,,2019-09-24 14:56:58,2019-09-24 14:57:00,1.903s,PASSED
,,,,,,,
Test Cases/Post_Lost_Found,,,,2019-09-24 14:57:00,2019-09-24 14:58:50,1m - 50.272s,PASSED
"startApplication(""C:\Users\sudheer.indlamudi\Downloads\india.com_v1.2.1.apk"", true)",,,,2019-09-24 14:57:00,2019-09-24 14:57:19,18.796s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - NEXT""), 0)",,,,2019-09-24 14:57:19,2019-09-24 14:57:23,4.454s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - LOGIN""), 0)",,,,2019-09-24 14:57:23,2019-09-24 14:57:25,1.598s,PASSED
"setText(findTestObject(""Post_Lost_Found/android.widget.EditText0 - Email ID""), ""sudheer@mailnesia.com"", 0)",,,,2019-09-24 14:57:25,2019-09-24 14:57:26,1.418s,PASSED
"setText(findTestObject(""Post_Lost_Found/android.widget.EditText0 - Password""), ""1234567"", 0)",,,,2019-09-24 14:57:26,2019-09-24 14:57:28,2.016s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.ImageButton0""), 0)",,,,2019-09-24 14:57:28,2019-09-24 14:57:30,1.530s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - LOGIN (1)""), 0)",,,,2019-09-24 14:57:30,2019-09-24 14:57:31,1.457s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.FrameLayout0""), 0)",,,,2019-09-24 14:57:31,2019-09-24 14:57:36,4.949s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - Post""), 0)",,,,2019-09-24 14:57:36,2019-09-24 14:57:38,1.651s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.RadioButton0 - Lost  Found""), 0)",,,,2019-09-24 14:57:38,2019-09-24 14:57:40,2.289s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - NEXT (1)""), 0)",,,,2019-09-24 14:57:40,2019-09-24 14:57:41,1.313s,PASSED
Thread.sleep(20000),,,,2019-09-24 14:57:41,2019-09-24 14:58:01,20.004s,PASSED
"setText(findTestObject(""Post_Lost_Found/android.widget.EditText0 - Subject""), ""Lost my mobile"", 0)",,,,2019-09-24 14:58:01,2019-09-24 14:58:03,1.984s,PASSED
"setText(findTestObject(""Post_Lost_Found/android.widget.EditText0 - Message""), ""redmi "", 0)",,,,2019-09-24 14:58:03,2019-09-24 14:58:05,1.919s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-09-24 14:58:05,2019-09-24 14:58:07,2.153s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - POST""), 0)",,,,2019-09-24 14:58:07,2019-09-24 14:58:08,1.123s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.FrameLayout0 (1)""), 0)",,,,2019-09-24 14:58:08,2019-09-24 14:58:13,4.667s,PASSED
Thread.sleep(30000),,,,2019-09-24 14:58:13,2019-09-24 14:58:43,30.001s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.LinearLayout0 (1)""), 0)",,,,2019-09-24 14:58:43,2019-09-24 14:58:47,3.592s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - Yes""), 0)",,,,2019-09-24 14:58:47,2019-09-24 14:58:48,1.302s,PASSED
closeApplication(),,,,2019-09-24 14:58:48,2019-09-24 14:58:50,1.956s,PASSED
,,,,,,,
Test Cases/Post_Rent,,,,2019-09-24 14:58:50,2019-09-24 15:00:00,1m - 10.259s,PASSED
"startApplication(""C:\Users\sudheer.indlamudi\Downloads\india.com_v1.2.1.apk"", true)",,,,2019-09-24 14:58:50,2019-09-24 14:59:10,19.714s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - NEXT""), 0)",,,,2019-09-24 14:59:10,2019-09-24 14:59:14,4.335s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - LOGIN""), 0)",,,,2019-09-24 14:59:14,2019-09-24 14:59:16,2.085s,PASSED
"setText(findTestObject(""Post_Rent/android.widget.EditText0 - Email ID""), ""sudheer@mailnesia.com"", 0)",,,,2019-09-24 14:59:16,2019-09-24 14:59:18,1.425s,PASSED
"setText(findTestObject(""Post_Rent/android.widget.EditText0 - Password""), ""1234567"", 0)",,,,2019-09-24 14:59:18,2019-09-24 14:59:20,2.041s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.ImageButton0""), 0)",,,,2019-09-24 14:59:20,2019-09-24 14:59:21,1.515s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - LOGIN (1)""), 0)",,,,2019-09-24 14:59:21,2019-09-24 14:59:23,1.451s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.FrameLayout0""), 0)",,,,2019-09-24 14:59:23,2019-09-24 14:59:29,6.441s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - Post""), 0)",,,,2019-09-24 14:59:29,2019-09-24 14:59:31,2.101s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.RadioButton0 - Buy Sell or Rent""), 0)",,,,2019-09-24 14:59:31,2019-09-24 14:59:33,1.504s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - NEXT (1)""), 0)",,,,2019-09-24 14:59:33,2019-09-24 14:59:34,1.409s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.RadioButton0 - Rent""), 0)",,,,2019-09-24 14:59:34,2019-09-24 14:59:35,0.873s,PASSED
"setText(findTestObject(""Post_Rent/android.widget.EditText0 - Title""), ""The most difficult thing is the decision to act, the rest is merely tenacity. The fears are paper tigers. You can do anything you decide to do. You can act to change and control your life; and the procedure, the process is its own reward"", 0)",,,,2019-09-24 14:59:35,2019-09-24 14:59:37,1.561s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.Switch0 - Off""), 0)",,,,2019-09-24 14:59:37,2019-09-24 14:59:39,2.795s,PASSED
"setText(findTestObject(""Post_Rent/android.widget.EditText0 - Details (size color condition etc.)""), ""Do not mind anything that anyone tells you about anyone else. Judge everyone and everything for yourself,Take up one idea. Make that one idea your life - think of it, dream of it, live on that idea. Let the brain, muscles, nerves, every part of your body, be full of that idea, and just leave every other idea alone. This is the way to success"", 0)",,,,2019-09-24 14:59:39,2019-09-24 14:59:41,1.485s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-09-24 14:59:41,2019-09-24 14:59:43,2.134s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.RadioButton0 - Electronics""), 0)",,,,2019-09-24 14:59:43,2019-09-24 14:59:44,1.488s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-09-24 14:59:44,2019-09-24 14:59:46,1.496s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.RadioButton0 - Your nearby neighbourhoods""), 0)",,,,2019-09-24 14:59:46,2019-09-24 14:59:47,1.142s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.ImageView0""), 0)",,,,2019-09-24 14:59:47,2019-09-24 14:59:49,1.804s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - POST (1)""), 0)",,,,2019-09-24 14:59:49,2019-09-24 14:59:52,3.355s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.FrameLayout0 (1)""), 0)",,,,2019-09-24 14:59:52,2019-09-24 14:59:54,1.301s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.LinearLayout0""), 0)",,,,2019-09-24 14:59:54,2019-09-24 14:59:57,3.552s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - Yes""), 0)",,,,2019-09-24 14:59:57,2019-09-24 14:59:58,1.237s,PASSED
closeApplication(),,,,2019-09-24 14:59:58,2019-09-24 15:00:00,1.910s,PASSED
,,,,,,,
Test Cases/Post_Sell,,,,2019-09-24 15:00:00,2019-09-24 15:01:14,1m - 14.197s,PASSED
"startApplication(""C:\Users\sudheer.indlamudi\Downloads\india.com_v1.2.1.apk"", true)",,,,2019-09-24 15:00:00,2019-09-24 15:00:23,22.256s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - NEXT""), 0)",,,,2019-09-24 15:00:23,2019-09-24 15:00:27,4.278s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - LOGIN""), 0)",,,,2019-09-24 15:00:27,2019-09-24 15:00:29,2.159s,PASSED
"setText(findTestObject(""Post_Sell/android.widget.EditText0 - Email ID""), ""sudheer@mailnesia.com"", 0)",,,,2019-09-24 15:00:29,2019-09-24 15:00:31,1.554s,PASSED
"setText(findTestObject(""Post_Sell/android.widget.EditText0 - Password""), ""1234567"", 0)",,,,2019-09-24 15:00:31,2019-09-24 15:00:33,2.026s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.ImageButton0""), 0)",,,,2019-09-24 15:00:33,2019-09-24 15:00:34,1.513s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - LOGIN (1)""), 0)",,,,2019-09-24 15:00:34,2019-09-24 15:00:36,1.474s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.FrameLayout0""), 0)",,,,2019-09-24 15:00:36,2019-09-24 15:00:42,6.730s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - Post""), 0)",,,,2019-09-24 15:00:42,2019-09-24 15:00:45,2.319s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.RadioButton0 - Buy Sell or Rent""), 0)",,,,2019-09-24 15:00:45,2019-09-24 15:00:46,1.525s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - NEXT (1)""), 0)",,,,2019-09-24 15:00:46,2019-09-24 15:00:48,1.414s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.RadioButton0 - Sell""), 0)",,,,2019-09-24 15:00:48,2019-09-24 15:00:48,0.823s,PASSED
"setText(findTestObject(""Post_Sell/android.widget.EditText0 - Title""), ""neighbourhood application "", 0)",,,,2019-09-24 15:00:48,2019-09-24 15:00:50,1.610s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.Switch0 - Off""), 0)",,,,2019-09-24 15:00:50,2019-09-24 15:00:52,1.522s,PASSED
"setText(findTestObject(""Post_Sell/android.widget.EditText0 - Details (size color condition etc.)""), ""Zee5 india Kondapur colour blue "", 0)",,,,2019-09-24 15:00:52,2019-09-24 15:00:53,1.599s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-09-24 15:00:53,2019-09-24 15:00:55,1.596s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.RadioButton0 - Bicycles""), 0)",,,,2019-09-24 15:00:55,2019-09-24 15:00:57,2.308s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-09-24 15:00:57,2019-09-24 15:00:59,1.770s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.RadioButton0 - Your nearby neighbourhoods""), 0)",,,,2019-09-24 15:00:59,2019-09-24 15:01:00,1.251s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.ImageView0""), 0)",,,,2019-09-24 15:01:00,2019-09-24 15:01:02,1.925s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - POST (1)""), 0)",,,,2019-09-24 15:01:02,2019-09-24 15:01:03,1.217s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.FrameLayout0 (1)""), 0)",,,,2019-09-24 15:01:03,2019-09-24 15:01:08,4.447s,PASSED
