Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""Create_Poll_1/android.widget.TextView0 - 1 Week""), 0)",,,,2019-09-30 10:26:08,2019-09-30 10:26:12,3.928s,PASSED
"tap(findTestObject(""Create_Poll_1/android.widget.TextView0 - 1 Day""), 0)",,,,2019-09-30 10:26:12,2019-09-30 10:26:13,1.101s,PASSED
"tap(findTestObject(""Create_Poll_1/android.widget.TextView0 - NEXT (1)""), 0)",,,,2019-09-30 10:26:13,2019-09-30 10:26:14,1.527s,PASSED
"tap(findTestObject(""Create_Poll_1/android.widget.TextView0 - NEXT (1)""), 0)",,,,2019-09-30 10:26:14,2019-09-30 10:26:18,3.579s,PASSED
"tap(findTestObject(""Create_Poll_1/android.widget.FrameLayout0 (1)""), 0)",,,,2019-09-30 10:26:18,2019-09-30 10:26:19,1.343s,PASSED
"tap(findTestObject(""Create_Poll_1/android.widget.LinearLayout0""), 0)",,,,2019-09-30 10:26:19,2019-09-30 10:26:23,3.502s,PASSED
"tap(findTestObject(""Create_Poll_1/android.widget.TextView0 - Yes""), 0)",,,,2019-09-30 10:26:23,2019-09-30 10:26:24,1.283s,PASSED
closeApplication(),,,,2019-09-30 10:26:24,2019-09-30 10:26:26,2.264s,PASSED
,,,,,,,
Test Cases/User_Edit _Location,,,,2019-09-30 10:26:26,2019-09-30 10:27:27,1m - 0.125s,PASSED
"startApplication(""C:\Users\sudheer.indlamudi\Downloads\india.com-v1.2.2.apk"", true)",,,,2019-09-30 10:26:27,2019-09-30 10:26:47,20.393s,PASSED
"tap(findTestObject(""User_Edit_Location/android.widget.TextView0 - NEXT""), 0)",,,,2019-09-30 10:26:47,2019-09-30 10:26:51,4.330s,PASSED
"tap(findTestObject(""User_Edit_Location/android.widget.TextView0 - LOGIN""), 0)",,,,2019-09-30 10:26:51,2019-09-30 10:26:53,1.696s,PASSED
"setText(findTestObject(""User_Edit_Location/android.widget.EditText0 - Email ID""), ""sudheer@mailnesia.com"", 0)",,,,2019-09-30 10:26:53,2019-09-30 10:26:54,1.421s,PASSED
"setText(findTestObject(""User_Edit_Location/android.widget.EditText0 - Password""), ""1234567"", 0)",,,,2019-09-30 10:26:54,2019-09-30 10:26:56,1.959s,PASSED
"tap(findTestObject(""User_Edit_Location/android.widget.ImageButton0""), 0)",,,,2019-09-30 10:26:56,2019-09-30 10:26:58,1.501s,PASSED
"tap(findTestObject(""User_Edit_Location/android.widget.TextView0 - LOGIN (1)""), 0)",,,,2019-09-30 10:26:58,2019-09-30 10:26:59,1.410s,PASSED
"tap(findTestObject(""User_Edit_Location/android.widget.FrameLayout0""), 0)",,,,2019-09-30 10:26:59,2019-09-30 10:27:04,4.778s,PASSED
"tap(findTestObject(""User_Edit_Location/android.widget.TextView0 - Settings""), 0)",,,,2019-09-30 10:27:04,2019-09-30 10:27:05,1.483s,PASSED
"tap(findTestObject(""User_Edit_Location/android.widget.TextView0 - Account""), 0)",,,,2019-09-30 10:27:05,2019-09-30 10:27:06,0.903s,PASSED
"tap(findTestObject(""User_Edit_Location/android.widget.TextView0 - Location""), 0)",,,,2019-09-30 10:27:06,2019-09-30 10:27:08,1.449s,PASSED
"tap(findTestObject(""User_Edit_Location/android.widget.TextView0 - EDIT LOCATION""), 0)",,,,2019-09-30 10:27:08,2019-09-30 10:27:10,2.080s,PASSED
"setText(findTestObject(""User_Edit_Location/android.widget.EditText0 - HOUSEFLAT.NO""), ""Near Kondapur Flot no 6_155/A"", 0)",,,,2019-09-30 10:27:10,2019-09-30 10:27:11,1.579s,PASSED
"setText(findTestObject(""User_Edit_Location/android.widget.EditText0 - LANDMARK""), ""Near RDO office "", 0)",,,,2019-09-30 10:27:11,2019-09-30 10:27:13,1.919s,PASSED
"tap(findTestObject(""User_Edit_Location/android.widget.TextView0 - SAVE AND PROCEED""), 0)",,,,2019-09-30 10:27:13,2019-09-30 10:27:15,2.082s,PASSED
"tap(findTestObject(""User_Edit_Location/android.widget.TextView0 - CONFIRM LOCATION""), 0)",,,,2019-09-30 10:27:15,2019-09-30 10:27:18,2.091s,PASSED
"tap(findTestObject(""User_Edit_Location/android.widget.ImageView0""), 0)",,,,2019-09-30 10:27:18,2019-09-30 10:27:20,2.119s,PASSED
"tap(findTestObject(""User_Edit_Location/android.widget.LinearLayout0""), 0)",,,,2019-09-30 10:27:20,2019-09-30 10:27:23,3.558s,PASSED
"tap(findTestObject(""User_Edit_Location/android.widget.TextView0 - Yes""), 0)",,,,2019-09-30 10:27:23,2019-09-30 10:27:25,1.281s,PASSED
closeApplication(),,,,2019-09-30 10:27:25,2019-09-30 10:27:27,1.979s,PASSED
,,,,,,,
Test Cases/Explore_All Members,,,,2019-09-30 10:27:27,2019-09-30 10:28:18,51.586s,PASSED
"startApplication(""C:\Users\sudheer.indlamudi\Downloads\india.com-v1.2.2.apk"", true)",,,,2019-09-30 10:27:27,2019-09-30 10:27:47,20.228s,PASSED
"tap(findTestObject(""Explore_All_Members/android.widget.TextView0 - NEXT""), 0)",,,,2019-09-30 10:27:47,2019-09-30 10:27:51,4.324s,PASSED
"tap(findTestObject(""Explore_All_Members/android.widget.TextView0 - LOGIN""), 0)",,,,2019-09-30 10:27:51,2019-09-30 10:27:53,1.503s,PASSED
"setText(findTestObject(""Explore_All_Members/android.widget.EditText0 - Email ID""), ""sudheer@mailnesia.com"", 0)",,,,2019-09-30 10:27:53,2019-09-30 10:27:54,1.434s,PASSED
"setText(findTestObject(""Explore_All_Members/android.widget.EditText0 - Password""), ""1234567"", 0)",,,,2019-09-30 10:27:54,2019-09-30 10:27:56,1.970s,PASSED
"tap(findTestObject(""Explore_All_Members/android.widget.ImageButton0""), 0)",,,,2019-09-30 10:27:56,2019-09-30 10:27:58,1.535s,PASSED
"tap(findTestObject(""Explore_All_Members/android.widget.TextView0 - LOGIN (1)""), 0)",,,,2019-09-30 10:27:58,2019-09-30 10:27:59,1.402s,PASSED
"tap(findTestObject(""Explore_All_Members/android.widget.FrameLayout0""), 0)",,,,2019-09-30 10:27:59,2019-09-30 10:28:05,6.152s,PASSED
"tap(findTestObject(""Explore_All_Members/android.widget.TextView0 - View All""), 0)",,,,2019-09-30 10:28:05,2019-09-30 10:28:08,2.997s,PASSED
"tap(findTestObject(""Explore_All_Members/android.widget.ImageButton0 (1)""), 0)",,,,2019-09-30 10:28:08,2019-09-30 10:28:10,1.761s,PASSED
"tap(findTestObject(""Explore_All_Members/android.widget.FrameLayout0 (1)""), 0)",,,,2019-09-30 10:28:10,2019-09-30 10:28:11,1.336s,PASSED
"tap(findTestObject(""Explore_All_Members/android.widget.LinearLayout0""), 0)",,,,2019-09-30 10:28:11,2019-09-30 10:28:15,3.550s,PASSED
"tap(findTestObject(""Explore_All_Members/android.widget.TextView0 - Yes""), 0)",,,,2019-09-30 10:28:15,2019-09-30 10:28:16,1.293s,PASSED
closeApplication(),,,,2019-09-30 10:28:16,2019-09-30 10:28:18,2.002s,PASSED
,,,,,,,
Test Cases/Post_Buy,,,,2019-09-30 10:28:18,2019-09-30 10:29:24,1m - 5.871s,PASSED
"startApplication(""C:\Users\sudheer.indlamudi\Downloads\india.com-v1.2.2.apk"", true)",,,,2019-09-30 10:28:18,2019-09-30 10:28:41,22.421s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.TextView0 - NEXT""), 0)",,,,2019-09-30 10:28:41,2019-09-30 10:28:45,4.251s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.TextView0 - LOGIN""), 0)",,,,2019-09-30 10:28:45,2019-09-30 10:28:46,1.447s,PASSED
"setText(findTestObject(""Post_Buy/android.widget.EditText0 - Email ID""), ""sudheer@mailnesia.com"", 0)",,,,2019-09-30 10:28:46,2019-09-30 10:28:48,1.381s,PASSED
"setText(findTestObject(""Post_Buy/android.widget.EditText0 - Password""), ""1234567"", 0)",,,,2019-09-30 10:28:48,2019-09-30 10:28:50,2.046s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.ImageButton0""), 0)",,,,2019-09-30 10:28:50,2019-09-30 10:28:51,1.523s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.TextView0 - LOGIN (1)""), 0)",,,,2019-09-30 10:28:51,2019-09-30 10:28:53,1.451s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.FrameLayout0""), 0)",,,,2019-09-30 10:28:53,2019-09-30 10:28:58,5.113s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - Post""), 0)",,,,2019-09-30 10:28:58,2019-09-30 10:29:00,1.982s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.RadioButton0 - Buy Sell or Rent""), 0)",,,,2019-09-30 10:29:00,2019-09-30 10:29:02,1.951s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.TextView0 - NEXT (1)""), 0)",,,,2019-09-30 10:29:02,2019-09-30 10:29:03,1.423s,PASSED
"setText(findTestObject(""Post_Buy/android.widget.EditText0 - Title""), ""Buy a oneplus mobile"", 0)",,,,2019-09-30 10:29:03,2019-09-30 10:29:05,1.457s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.Switch0 - Off""), 0)",,,,2019-09-30 10:29:05,2019-09-30 10:29:06,1.509s,PASSED
"setText(findTestObject(""Post_Buy/android.widget.EditText0 - Details (size color condition etc.)""), ""Price=100000"", 0)",,,,2019-09-30 10:29:06,2019-09-30 10:29:08,1.538s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-09-30 10:29:08,2019-09-30 10:29:09,1.596s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-09-30 10:29:09,2019-09-30 10:29:12,2.752s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.TextView0 - POST""), 0)",,,,2019-09-30 10:29:12,2019-09-30 10:29:15,3.315s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.FrameLayout0 (1)""), 0)",,,,2019-09-30 10:29:15,2019-09-30 10:29:17,1.308s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.LinearLayout0 (1)""), 0)",,,,2019-09-30 10:29:17,2019-09-30 10:29:20,3.584s,PASSED
"tap(findTestObject(""Post_Buy/android.widget.TextView0 - Yes""), 0)",,,,2019-09-30 10:29:20,2019-09-30 10:29:22,1.828s,PASSED
closeApplication(),,,,2019-09-30 10:29:22,2019-09-30 10:29:24,1.894s,PASSED
,,,,,,,
Test Cases/Post_General,,,,2019-09-30 10:29:24,2019-09-30 10:30:24,1m - 0.204s,PASSED
"startApplication(""C:\Users\sudheer.indlamudi\Downloads\india.com-v1.2.2.apk"", true)",,,,2019-09-30 10:29:24,2019-09-30 10:29:45,20.799s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - NEXT""), 0)",,,,2019-09-30 10:29:45,2019-09-30 10:29:49,4.126s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - LOGIN""), 0)",,,,2019-09-30 10:29:49,2019-09-30 10:29:50,1.400s,PASSED
"setText(findTestObject(""Post_General/android.widget.EditText0 - Email ID""), ""sudheer@mailnesia.com"", 0)",,,,2019-09-30 10:29:50,2019-09-30 10:29:52,1.914s,PASSED
"setText(findTestObject(""Post_General/android.widget.EditText0 - Password""), ""1234567"", 0)",,,,2019-09-30 10:29:52,2019-09-30 10:29:54,1.998s,PASSED
"tap(findTestObject(""Post_General/android.widget.ImageButton0""), 0)",,,,2019-09-30 10:29:54,2019-09-30 10:29:56,1.526s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - LOGIN (1)""), 0)",,,,2019-09-30 10:29:56,2019-09-30 10:29:57,1.432s,PASSED
"tap(findTestObject(""Post_General/android.widget.FrameLayout0""), 0)",,,,2019-09-30 10:29:57,2019-09-30 10:30:04,6.750s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - Post""), 0)",,,,2019-09-30 10:30:04,2019-09-30 10:30:06,1.951s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - NEXT (1)""), 0)",,,,2019-09-30 10:30:06,2019-09-30 10:30:07,1.348s,PASSED
"setText(findTestObject(""Post_General/android.widget.EditText0 - Subject""), ""Automation Katalon studio"", 0)",,,,2019-09-30 10:30:07,2019-09-30 10:30:09,1.356s,PASSED
"setText(findTestObject(""Post_General/android.widget.EditText0 - Message""), ""Take up one idea. Make that one idea your life - think of it, dream of it, live on that idea. Let the brain, muscles, nerves, every part of your body, be full of that idea, and just leave every other idea alone. This is the way to success"", 0)",,,,2019-09-30 10:30:09,2019-09-30 10:30:11,1.893s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-09-30 10:30:11,2019-09-30 10:30:13,1.982s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - POST (1)""), 0)",,,,2019-09-30 10:30:13,2019-09-30 10:30:16,3.429s,PASSED
"tap(findTestObject(""Post_General/android.widget.FrameLayout0 (1)""), 0)",,,,2019-09-30 10:30:16,2019-09-30 10:30:17,1.374s,PASSED
"tap(findTestObject(""Post_General/android.widget.LinearLayout0""), 0)",,,,2019-09-30 10:30:17,2019-09-30 10:30:21,3.531s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - Yes""), 0)",,,,2019-09-30 10:30:21,2019-09-30 10:30:22,1.372s,PASSED
closeApplication(),,,,2019-09-30 10:30:22,2019-09-30 10:30:24,1.924s,PASSED
,,,,,,,
Test Cases/Post_Lost_Found,,,,2019-09-30 10:30:24,2019-09-30 10:32:13,1m - 48.767s,PASSED
"startApplication(""C:\Users\sudheer.indlamudi\Downloads\india.com-v1.2.2.apk"", true)",,,,2019-09-30 10:30:24,2019-09-30 10:30:43,18.318s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - NEXT""), 0)",,,,2019-09-30 10:30:43,2019-09-30 10:30:47,4.275s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - LOGIN""), 0)",,,,2019-09-30 10:30:47,2019-09-30 10:30:48,1.523s,PASSED
"setText(findTestObject(""Post_Lost_Found/android.widget.EditText0 - Email ID""), ""sudheer@mailnesia.com"", 0)",,,,2019-09-30 10:30:48,2019-09-30 10:30:50,1.408s,PASSED
"setText(findTestObject(""Post_Lost_Found/android.widget.EditText0 - Password""), ""1234567"", 0)",,,,2019-09-30 10:30:50,2019-09-30 10:30:52,1.988s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.ImageButton0""), 0)",,,,2019-09-30 10:30:52,2019-09-30 10:30:54,2.005s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - LOGIN (1)""), 0)",,,,2019-09-30 10:30:54,2019-09-30 10:30:56,1.929s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.FrameLayout0""), 0)",,,,2019-09-30 10:30:56,2019-09-30 10:31:01,4.961s,PASSED
"tap(findTestObject(""Post_General/android.widget.TextView0 - Post""), 0)",,,,2019-09-30 10:31:01,2019-09-30 10:31:03,1.902s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.RadioButton0 - Lost  Found""), 0)",,,,2019-09-30 10:31:03,2019-09-30 10:31:04,1.866s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - NEXT (1)""), 0)",,,,2019-09-30 10:31:04,2019-09-30 10:31:06,1.384s,PASSED
Thread.sleep(20000),,,,2019-09-30 10:31:06,2019-09-30 10:31:26,20.003s,PASSED
"setText(findTestObject(""Post_Lost_Found/android.widget.EditText0 - Subject""), ""Lost my mobile"", 0)",,,,2019-09-30 10:31:26,2019-09-30 10:31:27,1.564s,PASSED
"setText(findTestObject(""Post_Lost_Found/android.widget.EditText0 - Message""), ""redmi "", 0)",,,,2019-09-30 10:31:27,2019-09-30 10:31:29,1.938s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-09-30 10:31:29,2019-09-30 10:31:31,1.869s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - POST""), 0)",,,,2019-09-30 10:31:31,2019-09-30 10:31:35,3.604s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.FrameLayout0 (1)""), 0)",,,,2019-09-30 10:31:35,2019-09-30 10:31:36,1.263s,PASSED
Thread.sleep(30000),,,,2019-09-30 10:31:36,2019-09-30 10:32:06,30.001s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.LinearLayout0 (1)""), 0)",,,,2019-09-30 10:32:06,2019-09-30 10:32:10,3.556s,PASSED
"tap(findTestObject(""Post_Lost_Found/android.widget.TextView0 - Yes""), 0)",,,,2019-09-30 10:32:10,2019-09-30 10:32:11,1.280s,PASSED
closeApplication(),,,,2019-09-30 10:32:11,2019-09-30 10:32:13,2.017s,PASSED
,,,,,,,
Test Cases/Post_Rent,,,,2019-09-30 10:32:13,2019-09-30 10:33:20,1m - 6.567s,PASSED
"startApplication(""C:\Users\sudheer.indlamudi\Downloads\india.com-v1.2.2.apk"", true)",,,,2019-09-30 10:32:13,2019-09-30 10:32:33,19.667s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - NEXT""), 0)",,,,2019-09-30 10:32:33,2019-09-30 10:32:37,4.591s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - LOGIN""), 0)",,,,2019-09-30 10:32:37,2019-09-30 10:32:39,1.456s,PASSED
"setText(findTestObject(""Post_Rent/android.widget.EditText0 - Email ID""), ""sudheer@mailnesia.com"", 0)",,,,2019-09-30 10:32:39,2019-09-30 10:32:40,1.431s,PASSED
"setText(findTestObject(""Post_Rent/android.widget.EditText0 - Password""), ""1234567"", 0)",,,,2019-09-30 10:32:40,2019-09-30 10:32:42,2.014s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.ImageButton0""), 0)",,,,2019-09-30 10:32:42,2019-09-30 10:32:44,1.496s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - LOGIN (1)""), 0)",,,,2019-09-30 10:32:44,2019-09-30 10:32:46,2.283s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.FrameLayout0""), 0)",,,,2019-09-30 10:32:46,2019-09-30 10:32:50,4.323s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - Post""), 0)",,,,2019-09-30 10:32:50,2019-09-30 10:32:52,1.872s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.RadioButton0 - Buy Sell or Rent""), 0)",,,,2019-09-30 10:32:52,2019-09-30 10:32:54,1.302s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - NEXT (1)""), 0)",,,,2019-09-30 10:32:54,2019-09-30 10:32:55,1.371s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.RadioButton0 - Rent""), 0)",,,,2019-09-30 10:32:55,2019-09-30 10:32:56,0.952s,PASSED
"setText(findTestObject(""Post_Rent/android.widget.EditText0 - Title""), ""The most difficult thing is the decision to act, the rest is merely tenacity. The fears are paper tigers. You can do anything you decide to do. You can act to change and control your life; and the procedure, the process is its own reward"", 0)",,,,2019-09-30 10:32:56,2019-09-30 10:32:57,1.541s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.Switch0 - Off""), 0)",,,,2019-09-30 10:32:57,2019-09-30 10:32:59,1.575s,PASSED
"setText(findTestObject(""Post_Rent/android.widget.EditText0 - Details (size color condition etc.)""), ""Do not mind anything that anyone tells you about anyone else. Judge everyone and everything for yourself,Take up one idea. Make that one idea your life - think of it, dream of it, live on that idea. Let the brain, muscles, nerves, every part of your body, be full of that idea, and just leave every other idea alone. This is the way to success"", 0)",,,,2019-09-30 10:32:59,2019-09-30 10:33:00,1.493s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-09-30 10:33:00,2019-09-30 10:33:03,2.241s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.RadioButton0 - Electronics""), 0)",,,,2019-09-30 10:33:03,2019-09-30 10:33:04,1.474s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-09-30 10:33:04,2019-09-30 10:33:06,1.932s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.RadioButton0 - Your nearby neighbourhoods""), 0)",,,,2019-09-30 10:33:06,2019-09-30 10:33:07,1.130s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.ImageView0""), 0)",,,,2019-09-30 10:33:07,2019-09-30 10:33:09,1.741s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - POST (1)""), 0)",,,,2019-09-30 10:33:09,2019-09-30 10:33:12,3.484s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.FrameLayout0 (1)""), 0)",,,,2019-09-30 10:33:12,2019-09-30 10:33:14,1.295s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.LinearLayout0""), 0)",,,,2019-09-30 10:33:14,2019-09-30 10:33:16,2.587s,PASSED
"tap(findTestObject(""Post_Rent/android.widget.TextView0 - Yes""), 0)",,,,2019-09-30 10:33:16,2019-09-30 10:33:18,1.304s,PASSED
closeApplication(),,,,2019-09-30 10:33:18,2019-09-30 10:33:20,1.910s,PASSED
,,,,,,,
Test Cases/Post_Sell,,,,2019-09-30 10:33:20,2019-09-30 10:34:30,1m - 10.456s,PASSED
"startApplication(""C:\Users\sudheer.indlamudi\Downloads\india.com-v1.2.2.apk"", true)",,,,2019-09-30 10:33:20,2019-09-30 10:33:41,21.637s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - NEXT""), 0)",,,,2019-09-30 10:33:41,2019-09-30 10:33:46,4.264s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - LOGIN""), 0)",,,,2019-09-30 10:33:46,2019-09-30 10:33:47,1.551s,PASSED
"setText(findTestObject(""Post_Sell/android.widget.EditText0 - Email ID""), ""sudheer@mailnesia.com"", 0)",,,,2019-09-30 10:33:47,2019-09-30 10:33:48,1.401s,PASSED
"setText(findTestObject(""Post_Sell/android.widget.EditText0 - Password""), ""1234567"", 0)",,,,2019-09-30 10:33:48,2019-09-30 10:33:50,1.992s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.ImageButton0""), 0)",,,,2019-09-30 10:33:50,2019-09-30 10:33:52,1.519s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - LOGIN (1)""), 0)",,,,2019-09-30 10:33:52,2019-09-30 10:33:53,1.424s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.FrameLayout0""), 0)",,,,2019-09-30 10:33:53,2019-09-30 10:33:59,5.265s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - Post""), 0)",,,,2019-09-30 10:33:59,2019-09-30 10:34:01,1.936s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.RadioButton0 - Buy Sell or Rent""), 0)",,,,2019-09-30 10:34:01,2019-09-30 10:34:02,1.324s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - NEXT (1)""), 0)",,,,2019-09-30 10:34:02,2019-09-30 10:34:03,1.379s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.RadioButton0 - Sell""), 0)",,,,2019-09-30 10:34:03,2019-09-30 10:34:05,1.600s,PASSED
"setText(findTestObject(""Post_Sell/android.widget.EditText0 - Title""), ""neighbourhood application "", 0)",,,,2019-09-30 10:34:05,2019-09-30 10:34:06,1.524s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.Switch0 - Off""), 0)",,,,2019-09-30 10:34:06,2019-09-30 10:34:08,1.945s,PASSED
"setText(findTestObject(""Post_Sell/android.widget.EditText0 - Details (size color condition etc.)""), ""Zee5 india Kondapur colour blue "", 0)",,,,2019-09-30 10:34:08,2019-09-30 10:34:10,1.560s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-09-30 10:34:10,2019-09-30 10:34:12,2.015s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.RadioButton0 - Bicycles""), 0)",,,,2019-09-30 10:34:12,2019-09-30 10:34:14,1.521s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - NEXT (2)""), 0)",,,,2019-09-30 10:34:14,2019-09-30 10:34:15,1.416s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.RadioButton0 - Your nearby neighbourhoods""), 0)",,,,2019-09-30 10:34:15,2019-09-30 10:34:16,1.157s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.ImageView0""), 0)",,,,2019-09-30 10:34:16,2019-09-30 10:34:18,1.745s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - POST (1)""), 0)",,,,2019-09-30 10:34:18,2019-09-30 10:34:22,3.773s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.FrameLayout0 (1)""), 0)",,,,2019-09-30 10:34:22,2019-09-30 10:34:23,1.323s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.LinearLayout0""), 0)",,,,2019-09-30 10:34:23,2019-09-30 10:34:26,3.549s,PASSED
"tap(findTestObject(""Post_Sell/android.widget.TextView0 - Yes""), 0)",,,,2019-09-30 10:34:26,2019-09-30 10:34:28,1.460s,PASSED
closeApplication(),,,,2019-09-30 10:34:28,2019-09-30 10:34:30,2.068s,PASSED
,,,,,,,
